分数,位次,省份,年份,科类
366,165564,福建,2025,物理类
365,166006,福建,2025,物理类
364,166402,福建,2025,物理类
363,166815,福建,2025,物理类
362,167260,福建,2025,物理类
361,167662,福建,2025,物理类
360,168067,福建,2025,物理类
359,168470,福建,2025,物理类
358,168862,福建,2025,物理类
357,169258,福建,2025,物理类
356,169664,福建,2025,物理类
355,170059,福建,2025,物理类
354,170456,福建,2025,物理类
353,170830,福建,2025,物理类
352,171175,福建,2025,物理类
351,171538,福建,2025,物理类
350,171892,福建,2025,物理类
349,172239,福建,2025,物理类
348,172607,福建,2025,物理类
347,172924,福建,2025,物理类
346,173221,福建,2025,物理类
345,173576,福建,2025,物理类
344,173930,福建,2025,物理类
343,174279,福建,2025,物理类
342,174593,福建,2025,物理类
341,174926,福建,2025,物理类
340,175273,福建,2025,物理类
339,175585,福建,2025,物理类
338,175887,福建,2025,物理类
337,176195,福建,2025,物理类
336,176494,福建,2025,物理类
335,176786,福建,2025,物理类
334,177052,福建,2025,物理类
333,177322,福建,2025,物理类
332,177597,福建,2025,物理类
331,177866,福建,2025,物理类
330,178164,福建,2025,物理类
329,178454,福建,2025,物理类
328,178735,福建,2025,物理类
327,179010,福建,2025,物理类
326,179276,福建,2025,物理类
325,179554,福建,2025,物理类
324,179811,福建,2025,物理类
323,180109,福建,2025,物理类
322,180365,福建,2025,物理类
321,180592,福建,2025,物理类
320,180856,福建,2025,物理类
319,181095,福建,2025,物理类
318,181340,福建,2025,物理类
317,181585,福建,2025,物理类
316,181828,福建,2025,物理类
315,182059,福建,2025,物理类
314,182307,福建,2025,物理类
313,182546,福建,2025,物理类
312,182758,福建,2025,物理类
311,182979,福建,2025,物理类
310,183197,福建,2025,物理类
309,183388,福建,2025,物理类
308,183591,福建,2025,物理类
307,183782,福建,2025,物理类
306,183987,福建,2025,物理类
305,184172,福建,2025,物理类
304,184405,福建,2025,物理类
303,184571,福建,2025,物理类
302,184768,福建,2025,物理类
301,184956,福建,2025,物理类
300,185166,福建,2025,物理类
299,185321,福建,2025,物理类
298,185504,福建,2025,物理类
297,185685,福建,2025,物理类
296,185849,福建,2025,物理类
295,185998,福建,2025,物理类
294,186172,福建,2025,物理类
293,186332,福建,2025,物理类
292,186485,福建,2025,物理类
291,186631,福建,2025,物理类
290,186797,福建,2025,物理类
289,186942,福建,2025,物理类
288,187093,福建,2025,物理类
287,187236,福建,2025,物理类
286,187392,福建,2025,物理类
285,187518,福建,2025,物理类
284,187676,福建,2025,物理类
283,187800,福建,2025,物理类
282,187929,福建,2025,物理类
281,188051,福建,2025,物理类
280,188173,福建,2025,物理类
279,188294,福建,2025,物理类
278,188408,福建,2025,物理类
277,188531,福建,2025,物理类
276,188639,福建,2025,物理类
275,188740,福建,2025,物理类
274,188848,福建,2025,物理类
273,188953,福建,2025,物理类
272,189075,福建,2025,物理类
271,189184,福建,2025,物理类
270,189283,福建,2025,物理类
269,189374,福建,2025,物理类
268,189479,福建,2025,物理类
267,189575,福建,2025,物理类
266,189682,福建,2025,物理类
265,189780,福建,2025,物理类
264,189858,福建,2025,物理类
263,189940,福建,2025,物理类
262,190041,福建,2025,物理类
261,190123,福建,2025,物理类
260,190207,福建,2025,物理类
259,190267,福建,2025,物理类
258,190337,福建,2025,物理类
257,190407,福建,2025,物理类
256,190487,福建,2025,物理类
255,190556,福建,2025,物理类
254,190623,福建,2025,物理类
253,190680,福建,2025,物理类
252,190738,福建,2025,物理类
251,190795,福建,2025,物理类
250,190854,福建,2025,物理类
249,190914,福建,2025,物理类
248,190967,福建,2025,物理类
247,191019,福建,2025,物理类
246,191071,福建,2025,物理类
245,191123,福建,2025,物理类
244,191167,福建,2025,物理类
243,191208,福建,2025,物理类
242,191247,福建,2025,物理类
241,191292,福建,2025,物理类
240,191356,福建,2025,物理类
239,191404,福建,2025,物理类
238,191439,福建,2025,物理类
237,191483,福建,2025,物理类
236,191522,福建,2025,物理类
235,191556,福建,2025,物理类
234,191591,福建,2025,物理类
233,191616,福建,2025,物理类
232,191651,福建,2025,物理类
231,191676,福建,2025,物理类
230,191719,福建,2025,物理类
229,191756,福建,2025,物理类
228,191782,福建,2025,物理类
227,191813,福建,2025,物理类
226,191838,福建,2025,物理类
225,191866,福建,2025,物理类
224,191887,福建,2025,物理类
223,191917,福建,2025,物理类
222,191942,福建,2025,物理类
221,191974,福建,2025,物理类
220,191998,福建,2025,物理类
219,192021,福建,2025,物理类
218,192043,福建,2025,物理类
217,192064,福建,2025,物理类
216,192082,福建,2025,物理类
215,192096,福建,2025,物理类
