分数,位次,省份,年份,科类
369,27418,新疆,2025,物理类
368,27599,新疆,2025,物理类
367,27764,新疆,2025,物理类
366,27929,新疆,2025,物理类
365,28103,新疆,2025,物理类
364,28287,新疆,2025,物理类
363,28465,新疆,2025,物理类
362,28654,新疆,2025,物理类
361,28834,新疆,2025,物理类
360,29021,新疆,2025,物理类
359,29201,新疆,2025,物理类
358,29382,新疆,2025,物理类
357,29566,新疆,2025,物理类
356,29747,新疆,2025,物理类
355,29931,新疆,2025,物理类
354,30136,新疆,2025,物理类
353,30343,新疆,2025,物理类
352,30533,新疆,2025,物理类
351,30716,新疆,2025,物理类
350,30917,新疆,2025,物理类
349,31102,新疆,2025,物理类
348,31286,新疆,2025,物理类
347,31475,新疆,2025,物理类
346,31667,新疆,2025,物理类
345,31862,新疆,2025,物理类
344,32051,新疆,2025,物理类
343,32240,新疆,2025,物理类
342,32430,新疆,2025,物理类
341,32632,新疆,2025,物理类
340,32843,新疆,2025,物理类
339,33036,新疆,2025,物理类
338,33253,新疆,2025,物理类
337,33459,新疆,2025,物理类
336,33674,新疆,2025,物理类
335,33887,新疆,2025,物理类
334,34077,新疆,2025,物理类
333,34270,新疆,2025,物理类
332,34466,新疆,2025,物理类
331,34666,新疆,2025,物理类
330,34856,新疆,2025,物理类
329,35053,新疆,2025,物理类
328,35238,新疆,2025,物理类
327,35437,新疆,2025,物理类
326,35633,新疆,2025,物理类
325,35826,新疆,2025,物理类
324,36013,新疆,2025,物理类
323,36209,新疆,2025,物理类
322,36397,新疆,2025,物理类
321,36577,新疆,2025,物理类
320,36773,新疆,2025,物理类
319,36976,新疆,2025,物理类
318,37184,新疆,2025,物理类
317,37369,新疆,2025,物理类
316,37551,新疆,2025,物理类
315,37724,新疆,2025,物理类
314,37895,新疆,2025,物理类
313,38075,新疆,2025,物理类
312,38275,新疆,2025,物理类
311,38488,新疆,2025,物理类
310,38701,新疆,2025,物理类
309,38909,新疆,2025,物理类
308,39107,新疆,2025,物理类
307,39300,新疆,2025,物理类
306,39491,新疆,2025,物理类
305,39673,新疆,2025,物理类
304,39848,新疆,2025,物理类
303,40038,新疆,2025,物理类
302,40208,新疆,2025,物理类
301,40378,新疆,2025,物理类
300,40557,新疆,2025,物理类
299,40739,新疆,2025,物理类
298,40925,新疆,2025,物理类
297,41116,新疆,2025,物理类
296,41296,新疆,2025,物理类
295,41478,新疆,2025,物理类
294,41667,新疆,2025,物理类
293,41853,新疆,2025,物理类
292,42033,新疆,2025,物理类
291,42221,新疆,2025,物理类
290,42402,新疆,2025,物理类
289,42563,新疆,2025,物理类
288,42752,新疆,2025,物理类
287,42911,新疆,2025,物理类
286,43077,新疆,2025,物理类
285,43246,新疆,2025,物理类
284,43416,新疆,2025,物理类
283,43591,新疆,2025,物理类
282,43763,新疆,2025,物理类
281,43928,新疆,2025,物理类
280,44093,新疆,2025,物理类
279,44261,新疆,2025,物理类
278,44425,新疆,2025,物理类
277,44618,新疆,2025,物理类
276,44774,新疆,2025,物理类
275,44928,新疆,2025,物理类
274,45078,新疆,2025,物理类
273,45228,新疆,2025,物理类
272,45379,新疆,2025,物理类
271,45533,新疆,2025,物理类
270,45685,新疆,2025,物理类
269,45838,新疆,2025,物理类
268,45981,新疆,2025,物理类
267,46113,新疆,2025,物理类
266,46244,新疆,2025,物理类
265,46374,新疆,2025,物理类
264,46505,新疆,2025,物理类
263,46633,新疆,2025,物理类
262,46757,新疆,2025,物理类
261,46881,新疆,2025,物理类
260,47002,新疆,2025,物理类
259,47124,新疆,2025,物理类
258,47246,新疆,2025,物理类
257,47360,新疆,2025,物理类
