分数,位次,省份,年份,科类
239,137020,安徽,2025,历史类
238,137142,安徽,2025,历史类
237,137281,安徽,2025,历史类
236,137403,安徽,2025,历史类
235,137546,安徽,2025,历史类
234,137694,安徽,2025,历史类
233,137829,安徽,2025,历史类
232,137981,安徽,2025,历史类
231,138112,安徽,2025,历史类
230,138236,安徽,2025,历史类
229,138360,安徽,2025,历史类
228,138495,安徽,2025,历史类
227,138622,安徽,2025,历史类
226,138753,安徽,2025,历史类
225,138870,安徽,2025,历史类
224,138983,安徽,2025,历史类
223,139119,安徽,2025,历史类
222,139233,安徽,2025,历史类
221,139345,安徽,2025,历史类
220,139455,安徽,2025,历史类
219,139573,安徽,2025,历史类
218,139686,安徽,2025,历史类
217,139792,安徽,2025,历史类
216,139917,安徽,2025,历史类
215,140025,安徽,2025,历史类
214,140141,安徽,2025,历史类
213,140228,安徽,2025,历史类
212,140345,安徽,2025,历史类
211,140432,安徽,2025,历史类
210,140528,安徽,2025,历史类
209,140608,安徽,2025,历史类
208,140719,安徽,2025,历史类
207,140796,安徽,2025,历史类
206,140885,安徽,2025,历史类
205,140967,安徽,2025,历史类
204,141052,安徽,2025,历史类
203,141157,安徽,2025,历史类
202,141249,安徽,2025,历史类
201,141330,安徽,2025,历史类
200,141400,安徽,2025,历史类
691,43,安徽,2025,物理类
690,57,安徽,2025,物理类
689,73,安徽,2025,物理类
688,89,安徽,2025,物理类
687,108,安徽,2025,物理类
686,128,安徽,2025,物理类
685,154,安徽,2025,物理类
684,169,安徽,2025,物理类
683,201,安徽,2025,物理类
682,229,安徽,2025,物理类
681,265,安徽,2025,物理类
680,312,安徽,2025,物理类
679,349,安徽,2025,物理类
678,390,安徽,2025,物理类
677,430,安徽,2025,物理类
676,490,安徽,2025,物理类
675,547,安徽,2025,物理类
674,619,安徽,2025,物理类
673,688,安徽,2025,物理类
672,749,安徽,2025,物理类
671,837,安徽,2025,物理类
670,924,安徽,2025,物理类
669,1020,安徽,2025,物理类
668,1132,安徽,2025,物理类
667,1226,安徽,2025,物理类
666,1340,安徽,2025,物理类
665,1452,安徽,2025,物理类
664,1558,安徽,2025,物理类
663,1687,安徽,2025,物理类
662,1853,安徽,2025,物理类
661,1998,安徽,2025,物理类
660,2152,安徽,2025,物理类
659,2307,安徽,2025,物理类
